Post_ID,Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Interactions,Engagement_Rate,Like_Rate,Share_Rate,Comment_Rate,Year,Post_Month,Post_Quarter,Day_Of_Week,Is_Fitness,Reach_Tier,Format_Group
Post_1852,2023-09-23,Twitter,#Fitness,Reel,India,4966138,284880,79331,658,Low,364869,0.07347137755736953,0.05736449530802406,0.015974384924462428,0.00013249732488303787,2023,2023-09,2023Q3,Saturday,1,T4 Mega reach,Short video
Post_1853,2023-12-05,TikTok,#Tech,Post,Australia,4435720,172273,26466,9176,Medium,207915,0.04687288647615269,0.03883766333312292,0.005966562361916442,0.0020686607811133254,2023,2023-12,2023Q4,Tuesday,0,T4 Mega reach,Image post
Post_1854,2022-12-28,YouTube,#Challenge,Video,Japan,386796,176552,26504,6005,High,209061,0.5404942140042813,0.4564473262391545,0.06852190818932978,0.01552497957579706,2022,2022-12,2022Q4,Wednesday,0,T1 Emerging reach,Long-form video
Post_1855,2023-10-15,TikTok,#Music,Tweet,Brazil,2933265,63406,15539,48828,Medium,127773,0.04355999202254143,0.021616185377045714,0.005297509771534451,0.01664629687396127,2023,2023-10,2023Q4,Sunday,0,T3 Established reach,Text post
Post_1856,2023-11-14,YouTube,#Comedy,Post,Canada,2337383,390284,55216,31713,Medium,477213,0.20416551331125452,0.1669747747801708,0.02362300059511,0.013567737935973694,2023,2023-11,2023Q4,Tuesday,0,T2 Growth reach,Image post
Post_1857,2023-03-06,TikTok,#Viral,Shorts,Germany,3364916,26808,89202,27099,Medium,143109,0.04252973922677416,0.007966915073065716,0.026509428467159358,0.008053395686549085,2023,2023-03,2023Q1,Monday,0,T3 Established reach,Short video
Post_1858,2023-06-03,YouTube,#Music,Shorts,Germany,3716517,438899,73784,4027,Low,516710,0.13903071074341916,0.11809417258147885,0.019852996770901358,0.0010835413910389754,2023,2023-06,2023Q2,Saturday,0,T3 Established reach,Short video
Post_1859,2022-05-22,Instagram,#Dance,Live Stream,Brazil,3358828,121374,48219,25068,High,194661,0.057955036697324186,0.03613581880346359,0.014355900331901485,0.007463317561959112,2022,2022-05,2022Q2,Sunday,0,T3 Established reach,Live stream
Post_1860,2022-05-20,YouTube,#Music,Post,Germany,3591834,216428,98920,37185,Medium,352533,0.09814846677212812,0.06025556860367155,0.02754024824087082,0.010352649927585741,2022,2022-05,2022Q2,Friday,0,T3 Established reach,Image post
Post_1861,2022-07-10,Instagram,#Fitness,Live Stream,Canada,4515285,443710,6736,11422,High,461868,0.1022898886781233,0.09826843709754755,0.0014918216679567292,0.002529629912619026,2022,2022-07,2022Q3,Sunday,1,T4 Mega reach,Live stream
Post_1862,2022-09-24,Twitter,#Tech,Live Stream,USA,1463886,297834,6037,14302,Medium,318173,0.21734820880860942,0.20345436734827713,0.004123955007425442,0.009769886452906853,2022,2022-09,2022Q3,Saturday,0,T1 Emerging reach,Live stream
Post_1863,2023-05-03,Instagram,#Viral,Reel,Australia,2206289,230130,40936,3040,Low,274106,0.12423848371632185,0.10430637146810776,0.018554232922341544,0.0013778793258725397,2023,2023-05,2023Q2,Wednesday,0,T2 Growth reach,Short video
Post_1864,2022-07-19,YouTube,#Education,Shorts,Japan,1252628,397190,19345,32718,Low,449253,0.3586483776508269,0.31708535973968327,0.015443531519333753,0.02611948639180986,2022,2022-07,2022Q3,Tuesday,0,T1 Emerging reach,Short video
Post_1865,2023-01-22,TikTok,#Fashion,Live Stream,Brazil,313920,52827,794,37816,High,91437,0.2912748470948012,0.16828172782874617,0.002529306829765545,0.1204638124362895,2023,2023-01,2023Q1,Sunday,0,T1 Emerging reach,Live stream
Post_1867,2022-01-07,TikTok,#Tech,Reel,UK,884967,49027,43339,27494,Low,119860,0.13544007855660153,0.05539980586846741,0.04897244756019151,0.031067825127942626,2022,2022-01,2022Q1,Friday,0,T1 Emerging reach,Short video
Post_1868,2023-07-24,TikTok,#Fitness,Post,Canada,3000891,433393,20337,17183,Medium,470913,0.15692439345514383,0.14442144016560415,0.006776987234791267,0.005725966054748406,2023,2023-07,2023Q3,Monday,1,T3 Established reach,Image post
Post_1869,2023-03-21,Twitter,#Comedy,Shorts,India,1298529,455513,45918,41015,High,542446,0.41773884141209017,0.3507915495148741,0.035361551417026495,0.03158574048018951,2023,2023-03,2023Q1,Tuesday,0,T1 Emerging reach,Short video
Post_1871,2022-02-19,Twitter,#Fashion,Post,Canada,3695445,78724,76615,4201,Low,159540,0.04317206723412201,0.02130298245542824,0.020732279874277657,0.0011368049044161123,2022,2022-02,2022Q1,Saturday,0,T3 Established reach,Image post
Post_1873,2023-11-14,YouTube,#Dance,Live Stream,Australia,4571766,372276,47001,9417,Low,428694,0.09376989110991245,0.08142936449503321,0.01028070990510013,0.0020598167097791095,2023,2023-11,2023Q4,Tuesday,0,T4 Mega reach,Live stream
Post_1874,2022-12-08,Instagram,#Comedy,Tweet,Canada,4918275,335200,77799,37203,High,450202,0.09153656515749933,0.0681539767499784,0.0158183509462159,0.00756423746130503,2022,2022-12,2022Q4,Thursday,0,T4 Mega reach,Text post
Post_1875,2022-04-25,TikTok,#Dance,Tweet,UK,1971595,434230,19189,23843,Low,477262,0.24206898475599706,0.2202430012248966,0.009732729084827259,0.012093254446273195,2022,2022-04,2022Q2,Monday,0,T2 Growth reach,Text post
Post_1876,2023-11-28,Instagram,#Music,Post,Canada,4914449,262719,19486,33696,Low,315901,0.06428004441596606,0.0534584853764888,0.003965042673146063,0.0068565163663312,2023,2023-11,2023Q4,Tuesday,0,T4 Mega reach,Image post
Post_1877,2023-07-18,Twitter,#Challenge,Post,India,1181290,228496,23867,2977,High,255340,0.21615352707633181,0.1934292172116923,0.02020418356203811,0.0025201263026013933,2023,2023-07,2023Q3,Tuesday,0,T1 Emerging reach,Image post
Post_1878,2023-02-25,YouTube,#Education,Tweet,India,990147,219960,25706,45138,Medium,290804,0.29369780446741744,0.22214883244609135,0.025961801631474924,0.0455871703898512,2023,2023-02,2023Q1,Saturday,0,T1 Emerging reach,Text post
Post_1879,2023-09-02,Instagram,#Fashion,Tweet,Australia,1268878,234893,38551,46517,Medium,319961,0.2521605702045429,0.1851186638904607,0.030381959494923862,0.036659946819158344,2023,2023-09,2023Q3,Saturday,0,T1 Emerging reach,Text post
Post_1880,2022-10-30,TikTok,#Fitness,Shorts,Japan,2533247,4775,13471,25118,Low,43364,0.017117951782830494,0.001884932657573462,0.005317681220978452,0.00991533790427858,2022,2022-10,2022Q4,Sunday,1,T2 Growth reach,Short video
Post_1881,2022-05-08,Twitter,#Education,Post,Australia,601927,18643,53816,2804,Medium,75263,0.12503675694893235,0.030972194302631383,0.08940619045166606,0.004658372194634898,2022,2022-05,2022Q2,Sunday,0,T1 Emerging reach,Image post
Post_1882,2023-01-11,YouTube,#Challenge,Post,Japan,4995973,392551,86164,31055,High,509770,0.10203617993932312,0.07857348308327528,0.017246690484516228,0.0062160063715316315,2023,2023-01,2023Q1,Wednesday,0,T4 Mega reach,Image post
Post_1883,2023-02-05,TikTok,#Music,Shorts,Canada,758897,484797,85360,28431,High,598588,0.7887605300851104,0.6388179160017763,0.11247903206891054,0.03746358201442356,2023,2023-02,2023Q1,Sunday,0,T1 Emerging reach,Short video
Post_1884,2022-03-28,Twitter,#Comedy,Live Stream,Brazil,4821034,182518,97479,48134,High,328131,0.06806237002269637,0.03785868342766303,0.02021952137238609,0.009984165222647258,2022,2022-03,2022Q1,Monday,0,T4 Mega reach,Live stream
Post_1885,2022-05-04,YouTube,#Tech,Video,USA,1995022,332925,75328,31499,Low,439752,0.2204246369212971,0.16687785899102867,0.03775797961125241,0.015788798319016032,2022,2022-05,2022Q2,Wednesday,0,T2 Growth reach,Long-form video
Post_1886,2023-12-22,Instagram,#Challenge,Reel,Canada,849631,341563,84777,14097,High,440437,0.5183862170754128,0.402013344616663,0.09978096373602187,0.016591908722727866,2023,2023-12,2023Q4,Friday,0,T1 Emerging reach,Short video
Post_1888,2022-02-22,YouTube,#Challenge,Shorts,Australia,4007218,440738,42840,6434,High,490012,0.12228234151473666,0.10998603020848878,0.010690708616301883,0.0016056026899459925,2022,2022-02,2022Q1,Tuesday,0,T4 Mega reach,Short video
Post_1889,2022-06-25,YouTube,#Dance,Tweet,Japan,828943,491125,88275,10440,Low,589840,0.7115567656642254,0.5924713761983634,0.10649103738133985,0.012594352084522096,2022,2022-06,2022Q2,Saturday,0,T1 Emerging reach,Text post
Post_1890,2022-01-11,TikTok,#Viral,Shorts,Brazil,2005876,221371,29199,3389,High,253959,0.12660752708542303,0.11036125862216807,0.01455673232044254,0.0016895361428124172,2022,2022-01,2022Q1,Tuesday,0,T2 Growth reach,Short video
Post_1891,2023-11-25,YouTube,#Fitness,Shorts,Australia,4256166,391217,1492,5070,High,397779,0.09345946563174462,0.09191770245803382,0.00035055023699733515,0.0011912129367134647,2023,2023-11,2023Q4,Saturday,1,T4 Mega reach,Short video
Post_1892,2023-10-06,TikTok,#Tech,Video,Germany,3900994,126234,4800,42985,Low,174019,0.04460888686319436,0.03235944479791561,0.0012304556223362558,0.011018986442942491,2023,2023-10,2023Q4,Friday,0,T4 Mega reach,Long-form video
Post_1894,2023-01-22,Instagram,#Dance,Video,USA,1160169,74584,94280,40793,High,209657,0.18071246516671277,0.06428718574621456,0.08126402274151438,0.035161256678983836,2023,2023-01,2023Q1,Sunday,0,T1 Emerging reach,Long-form video
Post_1895,2022-01-10,TikTok,#Comedy,Shorts,India,569201,492614,22513,32105,Medium,547232,0.961403792333464,0.8654482335765398,0.0395519333240806,0.05640362543284358,2022,2022-01,2022Q1,Monday,0,T1 Emerging reach,Short video
Post_1896,2022-06-22,Instagram,#Comedy,Shorts,Germany,3926645,474611,34435,33268,High,542314,0.1381112883899614,0.12086934265766322,0.008769573006981788,0.008472372725316396,2022,2022-06,2022Q2,Wednesday,0,T4 Mega reach,Short video
Post_1897,2023-10-09,Twitter,#Comedy,Tweet,India,4507100,363826,62646,25854,Medium,452326,0.10035854540613698,0.0807228594883628,0.013899403163896963,0.0057362827538772155,2023,2023-10,2023Q4,Monday,0,T4 Mega reach,Text post
Post_1898,2023-01-12,Twitter,#Challenge,Reel,Australia,4582676,206957,30289,24206,High,261452,0.05705225505796177,0.04516073141544373,0.006609457007215871,0.005282066635302169,2023,2023-01,2023Q1,Thursday,0,T4 Mega reach,Short video
Post_1899,2023-05-16,YouTube,#Challenge,Post,Canada,2934403,327541,26265,21989,High,375795,0.128065231667225,0.11162100093272806,0.008950713313747295,0.007493517420749638,2023,2023-05,2023Q2,Tuesday,0,T3 Established reach,Image post
Post_1900,2022-12-30,YouTube,#Music,Post,Japan,2439753,267108,85546,12609,Low,365263,0.14971310620378375,0.10948157456922894,0.03506338551484515,0.005168146119709659,2022,2022-12,2022Q4,Friday,0,T2 Growth reach,Image post
Post_1901,2022-09-25,Twitter,#Viral,Video,Germany,612367,377940,84389,2074,High,464403,0.7583736550140684,0.6171789139519275,0.13780788318116424,0.003386857880976604,2022,2022-09,2022Q3,Sunday,0,T1 Emerging reach,Long-form video
Post_1902,2022-10-24,YouTube,#Challenge,Reel,Brazil,4636278,73454,29403,25464,High,128321,0.02767758965273437,0.015843312243139864,0.0063419406687864706,0.005492336740808036,2022,2022-10,2022Q4,Monday,0,T4 Mega reach,Short video
Post_1903,2023-07-08,TikTok,#Fashion,Reel,Canada,1398792,421151,45599,7589,High,474339,0.33910617161093287,0.30108193355409524,0.03259884242975367,0.005425395627083941,2023,2023-07,2023Q3,Saturday,0,T1 Emerging reach,Short video
Post_1904,2023-03-20,Instagram,#Tech,Post,Japan,661248,168503,49139,22125,Medium,239767,0.3625976940572977,0.2548257234804491,0.07431251209833527,0.03345945847851336,2023,2023-03,2023Q1,Monday,0,T1 Emerging reach,Image post
Post_1905,2022-02-17,TikTok,#Viral,Tweet,USA,2805537,329895,38661,27857,Low,396413,0.14129665728878285,0.1175871143385384,0.013780249556502018,0.009929293393742445,2022,2022-02,2022Q1,Thursday,0,T3 Established reach,Text post
Post_1906,2023-12-21,TikTok,#Tech,Post,Australia,4153069,355599,67741,653,Medium,423993,0.1020914894503318,0.08562318613054587,0.016311070198929994,0.00015723312085592607,2023,2023-12,2023Q4,Thursday,0,T4 Mega reach,Image post
Post_1907,2022-01-28,TikTok,#Music,Live Stream,Germany,2622948,17240,46438,7967,Medium,71645,0.027314685613287034,0.006572757065713846,0.01770450653234452,0.0030374220152286665,2022,2022-01,2022Q1,Friday,0,T2 Growth reach,Live stream
Post_1908,2023-10-25,TikTok,#Challenge,Live Stream,Brazil,4555505,186489,89591,19511,Low,295591,0.0648865493507306,0.040937064057662106,0.019666535323745665,0.004282949969322831,2023,2023-10,2023Q4,Wednesday,0,T4 Mega reach,Live stream
Post_1909,2023-04-05,YouTube,#Comedy,Tweet,Brazil,1252820,496560,89202,11634,Medium,597396,0.47684104659887294,0.39635382576906497,0.07120097061030316,0.009286250219504797,2023,2023-04,2023Q2,Wednesday,0,T1 Emerging reach,Text post
Post_1910,2023-11-20,Twitter,#Fashion,Live Stream,Germany,3136069,187730,22089,33189,Low,243008,0.07748809098269202,0.05986156554591114,0.00704353124883413,0.010582994187946757,2023,2023-11,2023Q4,Monday,0,T3 Established reach,Live stream
Post_1911,2022-11-26,YouTube,#Challenge,Video,Germany,4846462,47915,71386,38987,High,158288,0.032660526379862255,0.009886593560415826,0.014729507834787521,0.008044424984658911,2022,2022-11,2022Q4,Saturday,0,T4 Mega reach,Long-form video
Post_1912,2022-07-29,TikTok,#Music,Live Stream,USA,3868115,16509,41258,35367,Medium,93134,0.024077360678263184,0.00426797031629101,0.010666177194835211,0.009143213167136965,2022,2022-07,2022Q3,Friday,0,T4 Mega reach,Live stream
Post_1913,2023-03-22,TikTok,#Education,Video,Germany,2436327,155784,70534,8101,Low,234419,0.09621820059458357,0.0639421555480853,0.028950957732685308,0.003325087313812965,2023,2023-03,2023Q1,Wednesday,0,T2 Growth reach,Long-form video
Post_1914,2023-03-11,Twitter,#Fitness,Shorts,Australia,3910450,184844,57393,22803,High,265040,0.06777736577631731,0.04726924011303047,0.014676827475098774,0.00583129818818806,2023,2023-03,2023Q1,Saturday,1,T4 Mega reach,Short video
Post_1915,2023-02-02,YouTube,#Challenge,Shorts,India,844108,319819,36180,45727,Low,401726,0.4759177735550427,0.3788839816705919,0.04286181389111346,0.054171977993337346,2023,2023-02,2023Q1,Thursday,0,T1 Emerging reach,Short video
Post_1916,2023-01-15,YouTube,#Viral,Tweet,UK,4711034,399825,37269,1289,High,438383,0.09305451839235293,0.08486990329511525,0.007911002128195212,0.000273612969042465,2023,2023-01,2023Q1,Sunday,0,T4 Mega reach,Text post
Post_1918,2022-10-18,Twitter,#Challenge,Live Stream,Brazil,2581052,65940,31348,24666,Medium,121954,0.04724972608068338,0.025547722401563392,0.012145435272129348,0.009556568406990639,2022,2022-10,2022Q4,Tuesday,0,T2 Growth reach,Live stream
Post_1919,2023-02-03,Instagram,#Viral,Reel,Germany,3332344,128008,89553,23522,Medium,241083,0.0723463724033293,0.03841380121620097,0.026873876166446202,0.0070586950206821385,2023,2023-02,2023Q1,Friday,0,T3 Established reach,Short video
Post_1920,2022-02-09,TikTok,#Gaming,Post,UK,1459984,399450,4838,12047,High,416335,0.2851640839899615,0.27359888875494526,0.0033137349450404934,0.00825146028997578,2022,2022-02,2022Q1,Wednesday,0,T1 Emerging reach,Image post
Post_1921,2023-01-10,YouTube,#Fashion,Post,Japan,526926,223556,83342,14983,Low,321881,0.6108656623510702,0.4242645077297381,0.15816642185050653,0.028434732770825505,2023,2023-01,2023Q1,Tuesday,0,T1 Emerging reach,Image post
Post_1922,2023-11-27,Twitter,#Tech,Post,Japan,1022617,263255,32265,49499,Medium,345019,0.33738828906619,0.25743264584883685,0.03155140194227164,0.04840424127508148,2023,2023-11,2023Q4,Monday,0,T1 Emerging reach,Image post
Post_1923,2023-07-09,Instagram,#Gaming,Tweet,Brazil,4477668,192983,89916,41367,High,324266,0.07241849998704683,0.04309899706722339,0.0200809885860229,0.00923851433380054,2023,2023-07,2023Q3,Sunday,0,T4 Mega reach,Text post
Post_1924,2022-06-15,TikTok,#Dance,Shorts,Brazil,2785587,329454,68787,12448,High,410689,0.14743355709227535,0.11827094253383577,0.024693897551934296,0.004468717006505272,2022,2022-06,2022Q2,Wednesday,0,T3 Established reach,Short video
Post_1925,2023-04-10,YouTube,#Fashion,Tweet,Australia,4846969,477701,52532,46084,Medium,576317,0.11890255539080197,0.09855664436888291,0.010838113468437698,0.009507797553481362,2023,2023-04,2023Q2,Monday,0,T4 Mega reach,Text post
Post_1926,2023-12-09,YouTube,#Dance,Video,Canada,1104642,327242,19938,3621,Medium,350801,0.31756985521100956,0.2962425835700616,0.018049286556187434,0.0032779850847604926,2023,2023-12,2023Q4,Saturday,0,T1 Emerging reach,Long-form video
Post_1927,2022-02-12,YouTube,#Dance,Post,USA,1112862,490073,29355,2274,Low,521702,0.4687930758710424,0.44037176217716123,0.02637793365215094,0.0020433800417302417,2022,2022-02,2022Q1,Saturday,0,T1 Emerging reach,Image post
Post_1928,2022-02-03,TikTok,#Gaming,Video,UK,4865554,129992,3291,27656,Medium,160939,0.03307721998358255,0.026716793195594994,0.0006763875192835184,0.0056840392687040366,2022,2022-02,2022Q1,Thursday,0,T4 Mega reach,Long-form video
Post_1929,2022-07-09,Instagram,#Viral,Video,Germany,1007595,473430,80078,49619,High,603127,0.5985807789836194,0.4698614026468968,0.07947439199281457,0.04924498434390802,2022,2022-07,2022Q3,Saturday,0,T1 Emerging reach,Long-form video
Post_1930,2023-02-28,YouTube,#Education,Reel,Brazil,2719803,470536,62860,17646,Medium,551042,0.2026036444551315,0.17300370651845004,0.02311196803592025,0.0064879699007611945,2023,2023-02,2023Q1,Tuesday,0,T3 Established reach,Short video
Post_1931,2022-02-14,TikTok,#Tech,Shorts,UK,4721969,230080,11521,45946,Medium,287547,0.06089557131781255,0.04872543635928148,0.0024398720110191323,0.009730262947511939,2022,2022-02,2022Q1,Monday,0,T4 Mega reach,Short video
Post_1932,2022-04-05,YouTube,#Dance,Post,India,3619985,168202,97388,41760,Low,307350,0.08490366672790081,0.04646483341781803,0.02690287390693608,0.011535959403146698,2022,2022-04,2022Q2,Tuesday,0,T3 Established reach,Image post
Post_1933,2023-12-18,YouTube,#Fitness,Post,Brazil,2584947,450936,97710,156,Medium,548802,0.21230686741352917,0.17444690355353515,0.037799614460180424,6.03493998136132e-05,2023,2023-12,2023Q4,Monday,1,T2 Growth reach,Image post
Post_1934,2022-09-11,YouTube,#Challenge,Reel,UK,2025937,218589,97104,34136,High,349829,0.17267516215953407,0.10789526031658438,0.047930414420586626,0.016849487422363085,2022,2022-09,2022Q3,Sunday,0,T2 Growth reach,Short video
Post_1935,2022-03-31,YouTube,#Education,Reel,India,3370939,233815,37777,29096,High,300688,0.08920007155276319,0.06936197896194503,0.011206669714284358,0.008631422876533809,2022,2022-03,2022Q1,Thursday,0,T3 Established reach,Short video
Post_1936,2023-03-16,Twitter,#Fitness,Live Stream,Japan,3462370,78467,70308,23887,Medium,172662,0.04986815389458665,0.022662800336185906,0.020306321970211157,0.006899031588189592,2023,2023-03,2023Q1,Thursday,1,T3 Established reach,Live stream
Post_1937,2023-07-11,TikTok,#Gaming,Tweet,Canada,4185814,195362,59917,7088,High,262367,0.06268004263925726,0.04667240350383462,0.01431430063543196,0.0016933384999906827,2023,2023-07,2023Q3,Tuesday,0,T4 Mega reach,Text post
Post_1938,2022-11-18,Instagram,#Tech,Tweet,India,1381662,487591,42788,34702,High,565081,0.40898642359708814,0.3529017950844707,0.030968500255489403,0.02511612825712801,2022,2022-11,2022Q4,Friday,0,T1 Emerging reach,Text post
Post_1939,2023-03-26,Instagram,#Gaming,Shorts,India,4461646,53583,54657,15128,Medium,123368,0.027650781796673244,0.012009693283599819,0.012250411619388899,0.003390676893684528,2023,2023-03,2023Q1,Sunday,0,T4 Mega reach,Short video
Post_1940,2023-06-28,Instagram,#Education,Video,Japan,1799797,411374,9924,10776,High,432074,0.2400681854675833,0.22856688837685585,0.005513955184945858,0.005987341905781597,2023,2023-06,2023Q2,Wednesday,0,T2 Growth reach,Long-form video
Post_1941,2023-06-24,Instagram,#Music,Live Stream,India,4781276,315498,49235,27630,Low,392363,0.08206240342536177,0.06598615097727051,0.010297460343222186,0.005778792104869077,2023,2023-06,2023Q2,Saturday,0,T4 Mega reach,Live stream
Post_1942,2022-05-03,TikTok,#Music,Tweet,Canada,800884,357032,15074,42750,Medium,414856,0.517997612638035,0.44579739387976286,0.018821702019268707,0.0533785167390034,2022,2022-05,2022Q2,Tuesday,0,T1 Emerging reach,Text post
Post_1943,2022-01-20,YouTube,#Education,Shorts,Canada,1740963,388958,2389,7978,High,399325,0.22937018190507208,0.2234154315743643,0.0013722290479464526,0.004582521282761322,2022,2022-01,2022Q1,Thursday,0,T2 Growth reach,Short video
Post_1944,2022-10-14,Instagram,#Music,Video,Canada,4979028,496075,14684,23034,High,533793,0.10720827438608499,0.09963290023675303,0.0029491699986423053,0.004626204150689653,2022,2022-10,2022Q4,Friday,0,T4 Mega reach,Long-form video
Post_1945,2023-03-16,Instagram,#Dance,Shorts,Canada,2260054,333540,87685,15277,Medium,436502,0.19313786307760789,0.14758054453566155,0.03879774554059328,0.006759573001353065,2023,2023-03,2023Q1,Thursday,0,T2 Growth reach,Short video
Post_1946,2023-06-03,TikTok,#Fitness,Post,Germany,4318086,297540,37515,35324,Low,370379,0.08577388222467083,0.06890552897742194,0.008687876989944155,0.00818047625730474,2023,2023-06,2023Q2,Saturday,1,T4 Mega reach,Image post
Post_1947,2022-10-26,Twitter,#Dance,Post,Japan,1807871,297988,87418,16916,High,402322,0.22253910815539382,0.16482813209570815,0.04835411376143541,0.009356862298250262,2022,2022-10,2022Q4,Wednesday,0,T2 Growth reach,Image post
Post_1948,2023-12-16,YouTube,#Education,Shorts,India,3203657,84559,58387,36234,Low,179180,0.05592983268808115,0.026394523508602826,0.018225109616915917,0.01131019956256241,2023,2023-12,2023Q4,Saturday,0,T3 Established reach,Short video
Post_1950,2022-05-02,Twitter,#Fitness,Tweet,India,738822,341078,21459,47079,High,409616,0.5544177081895233,0.46165111488288113,0.029044884965526204,0.063721708341116,2022,2022-05,2022Q2,Monday,1,T1 Emerging reach,Text post
Post_1951,2022-12-01,TikTok,#Fitness,Post,India,2530016,217176,9746,19237,Low,246159,0.09729543212374941,0.0858397733453069,0.003852149551623389,0.007603509226819119,2022,2022-12,2022Q4,Thursday,1,T2 Growth reach,Image post
Post_1952,2023-01-06,YouTube,#Fashion,Video,UK,4334346,248087,33934,22770,Medium,304791,0.07031995138366895,0.05723747019734927,0.007829093478001065,0.005253387708318625,2023,2023-01,2023Q1,Friday,0,T4 Mega reach,Long-form video
Post_1953,2022-01-20,Twitter,#Fitness,Tweet,USA,1313145,14056,80213,27953,Low,122222,0.09307578371010056,0.010704073046007867,0.06108464792540047,0.021287062738692224,2022,2022-01,2022Q1,Thursday,1,T1 Emerging reach,Text post
Post_1954,2022-11-25,TikTok,#Fashion,Tweet,Australia,2374152,42365,85512,6217,Low,134094,0.056480798196577135,0.017844266079004207,0.03601791292217179,0.002618619195401137,2022,2022-11,2022Q4,Friday,0,T2 Growth reach,Text post
Post_1955,2022-05-07,Instagram,#Gaming,Shorts,Australia,665714,301322,55816,38455,High,395593,0.5942386670552219,0.45262980799562574,0.08384381280850335,0.057765046251092814,2022,2022-05,2022Q2,Saturday,0,T1 Emerging reach,Short video
Post_1956,2023-06-28,YouTube,#Dance,Post,Canada,3816177,355774,21287,44930,Low,421991,0.11057951452461455,0.0932278560454612,0.005578095565273833,0.011773562913879519,2023,2023-06,2023Q2,Wednesday,0,T3 Established reach,Image post
Post_1957,2022-05-15,TikTok,#Tech,Video,India,725159,20810,3697,38133,Medium,62640,0.0863810557408789,0.028697154692970784,0.005098192258525372,0.05258570878938274,2022,2022-05,2022Q2,Sunday,0,T1 Emerging reach,Long-form video
Post_1958,2022-02-14,Instagram,#Tech,Shorts,India,875186,131418,55237,25538,High,212193,0.2424547467624025,0.15016008025722533,0.06311458364279136,0.029180082862385825,2022,2022-02,2022Q1,Monday,0,T1 Emerging reach,Short video
Post_1959,2022-01-13,TikTok,#Tech,Reel,Brazil,2436246,264035,22806,41438,Low,328279,0.13474788670766416,0.10837780749563057,0.009361123630372302,0.017008955581661295,2022,2022-01,2022Q1,Thursday,0,T2 Growth reach,Short video
Post_1960,2022-02-04,YouTube,#Music,Video,Japan,1038493,116281,38535,34834,Medium,189650,0.18262039320438367,0.11197090399261238,0.03710665358360624,0.03354283562816504,2022,2022-02,2022Q1,Friday,0,T1 Emerging reach,Long-form video
Post_1961,2022-08-22,YouTube,#Challenge,Shorts,Australia,2356676,78111,70417,5222,Low,153750,0.06524019423968334,0.03314456463255874,0.029879796798541674,0.0022158328085829363,2022,2022-08,2022Q3,Monday,0,T2 Growth reach,Short video
Post_1962,2023-07-21,YouTube,#Challenge,Post,India,4205174,326076,53467,16260,High,395803,0.0941228591254488,0.077541618967491,0.012714574949811827,0.003866665208145965,2023,2023-07,2023Q3,Friday,0,T4 Mega reach,Image post
Post_1963,2022-12-19,Instagram,#Comedy,Reel,Canada,191209,33804,49670,39284,High,122758,0.6420095288401697,0.1767908414352881,0.25976810714976806,0.2054505802551135,2022,2022-12,2022Q4,Monday,0,T1 Emerging reach,Short video
Post_1964,2023-04-05,Twitter,#Comedy,Post,India,3136415,145298,23095,19963,Low,188356,0.06005455272978863,0.04632613987626,0.007363502597711081,0.00636491025581755,2023,2023-04,2023Q2,Wednesday,0,T3 Established reach,Image post
Post_1965,2023-04-07,YouTube,#Music,Video,India,1037395,385043,49209,9326,High,443578,0.42758833424105575,0.37116334665195033,0.04743516211279214,0.008989825476313265,2023,2023-04,2023Q2,Friday,0,T1 Emerging reach,Long-form video
Post_1966,2023-05-26,Twitter,#Comedy,Live Stream,Australia,2705472,372823,35570,21397,High,429790,0.15885952617509994,0.13780331121519646,0.013147428618740095,0.00790878634116339,2023,2023-05,2023Q2,Friday,0,T3 Established reach,Live stream
Post_1967,2022-05-09,YouTube,#Gaming,Live Stream,UK,4210453,389783,60019,13375,High,463177,0.11000645298736264,0.09257507446348409,0.014254760711020881,0.0031766178128576662,2022,2022-05,2022Q2,Monday,0,T4 Mega reach,Live stream
Post_1968,2023-04-27,Instagram,#Tech,Reel,Germany,1899136,434017,45642,47397,Low,527056,0.27752409516748666,0.22853392279436543,0.024033033969131225,0.024957138403990026,2023,2023-04,2023Q2,Thursday,0,T2 Growth reach,Short video
Post_1969,2022-12-28,Twitter,#Viral,Tweet,India,2806355,19767,37594,1410,Low,58771,0.020942111742812297,0.007043656272994686,0.013396024380379531,0.0005024310894380789,2022,2022-12,2022Q4,Wednesday,0,T3 Established reach,Text post
Post_1970,2023-01-08,YouTube,#Dance,Video,Germany,3274297,184354,81187,44492,High,310033,0.09468689004082403,0.05630338359653996,0.024795246124587965,0.013588260319696106,2023,2023-01,2023Q1,Sunday,0,T3 Established reach,Long-form video
Post_1971,2022-01-14,YouTube,#Fashion,Post,India,692249,59339,46173,23289,Medium,128801,0.18606166278318928,0.08571915596844489,0.06669998801009464,0.033642518804649774,2022,2022-01,2022Q1,Friday,0,T1 Emerging reach,Image post
Post_1972,2022-10-06,Twitter,#Challenge,Post,Brazil,1056289,71036,48498,5795,High,125329,0.11865029362229465,0.0672505346548151,0.04591357100187543,0.005486187965604111,2022,2022-10,2022Q4,Thursday,0,T1 Emerging reach,Image post
